customer_id,company_name,industry,company_size,country,signup_date,subscription_plan,monthly_charges_usd,contract_type,tenure_months,total_logins_90d,days_since_last_login,avg_session_duration_min,features_used_pct,integrations_connected,api_calls_30d,data_storage_used_pct,reports_generated_30d,team_members_active,support_tickets_90d,avg_ticket_resolution_hrs,nps_score,csat_score,total_revenue_lifetime_usd,payment_delays_6m,discount_applied_pct,has_dedicated_csm,onboarding_completed,training_sessions_attended,engagement_score,health_score,churned,churn_date,churn_reason,revenue_at_risk,customer_lifetime_days,login_frequency,risk_sagment,nps_category,support_burden,revenue_per_member,is_high_value,signup_year,signup_month,signup_quater,engagmet_vs_tenure
CUST-01013,EducationWorks_1012,Media,51-200,United States,2024-06-24,Starter,33.85,Monthly,6,46,1,13.3,57.3,1,1043,3.1,8,1,1,17.9,7.0,3.6,220.67,1,15,0,1,0,25.9,49.1,0,,,0.0,191.0,Very High,At Risk,Passive,0.167,33.85,0,2024,6,2,4.32
CUST-01014,HealthHub_1013,Healthcare,51-200,Germany,2024-07-10,Enterprise,204.71,Monthly,6,41,7,26.4,45.8,0,3451,25.1,9,4,2,16.5,10.0,3.8,1338.34,0,10,0,1,3,23.9,52.6,0,,,0.0,175.0,Very High,Stable,Promoter,0.333,51.18,1,2024,7,3,3.98
CUST-01015,EducationHub_1014,Technology,11-50,Germany,2024-09-07,Enterprise,194.62,Monthly,4,39,23,23.4,62.2,0,641,56.1,4,10,2,9.4,8.0,4.4,845.66,0,0,0,1,1,26.9,51.0,0,,,0.0,116.0,High,Stable,Passive,0.5,19.46,1,2024,9,3,6.72
CUST-01016,LogisticsCorp_1015,Healthcare,51-200,Canada,2023-12-03,Professional,87.73,Annual,13,34,28,6.1,19.5,0,1154,39.4,9,5,3,44.5,8.0,4.6,1053.73,0,25,0,1,0,10.8,43.5,0,,,0.0,395.0,High,At Risk,Passive,0.231,17.55,1,2023,12,4,0.83
CUST-01017,EducationCloud_1016,Energy,51-200,United States,2023-09-26,Starter,33.74,Quarterly,15,45,4,8.6,70.2,1,8,21.1,15,6,4,33.8,7.0,3.8,515.55,0,15,0,1,1,27.6,50.6,0,,,0.0,463.0,Very High,Stable,Passive,0.267,5.62,0,2023,9,3,1.84
CUST-01018,EnergyInc_1017,Education,51-200,United Kingdom,2022-05-10,Starter,39.82,Annual,32,38,12,15.3,29.2,0,738,35.5,10,9,0,8.6,8.0,4.1,1654.7,0,0,1,0,0,16.3,49.3,0,,,0.0,967.0,High,At Risk,Passive,0.0,4.42,0,2022,5,2,0.51
CUST-01019,EducationLabs_1018,Media,201-500,United States,2024-10-16,Starter,40.31,Monthly,3,36,5,3.1,75.7,0,309,46.1,5,5,4,33.1,8.0,4.9,100.14,1,10,1,1,0,24.3,52.2,0,,,0.0,77.0,High,Stable,Passive,1.333,8.06,0,2024,10,4,8.1
CUST-01020,LegalInc_1019,Healthcare,51-200,United States,2024-03-29,Professional,78.61,Annual,9,43,1,3.6,34.9,0,586,55.5,7,2,0,21.3,3.0,4.6,717.71,0,0,1,0,2,15.1,47.5,0,,,0.0,278.0,Very High,At Risk,Detractor,0.0,39.3,0,2024,3,1,1.68
CUST-01021,RetailDigital_1020,Media,11-50,Brazil,2023-11-24,Starter,24.97,Monthly,13,44,21,13.3,21.0,3,281,20.8,8,3,4,3.7,6.0,4.2,362.57,0,15,0,1,3,24.6,46.9,0,,,0.0,404.0,Very High,At Risk,Detractor,0.308,8.32,0,2023,11,4,1.89
CUST-01022,FinanceCorp_1021,Technology,11-50,Netherlands,2024-03-04,Enterprise,208.06,Monthly,10,42,26,8.2,42.2,1,421,30.3,7,2,1,12.2,9.0,2.5,2492.2,1,0,0,1,4,20.2,45.6,0,,,0.0,303.0,Very High,At Risk,Promoter,0.1,104.03,1,2024,3,1,2.02
CUST-01023,MediaSolutions_1022,Finance,1-10,Germany,2022-01-29,Enterprise,213.56,Monthly,35,35,7,14.2,68.5,4,150,67.9,8,3,2,12.2,10.0,3.7,7892.69,0,0,0,1,1,33.8,56.4,0,,,0.0,1068.0,High,Stable,Promoter,0.057,71.19,1,2022,1,1,0.97
CUST-01024,RetailSystems_1023,Education,11-50,Japan,2022-05-29,Starter,32.93,Quarterly,31,38,0,6.4,50.0,4,426,55.4,9,4,1,17.1,9.0,2.7,849.3,1,10,0,1,0,27.4,52.8,0,,,0.0,948.0,High,Stable,Promoter,0.032,8.23,0,2022,5,2,0.88
CUST-01025,ConsultingSystems_1024,Technology,201-500,Germany,2022-01-11,Professional,79.19,Monthly,36,40,16,30.6,52.6,2,171,72.8,6,5,2,48.2,7.0,2.7,3348.55,1,0,1,1,3,30.8,49.4,1,2024-12-03,Poor Support,950.28,1057.0,High,At Risk,Passive,0.056,15.84,1,2022,1,1,0.86
CUST-01026,FinanceCorp_1025,Logistics,201-500,United States,2023-11-07,Professional,77.13,Quarterly,14,46,6,11.0,81.5,1,164,54.1,5,5,1,20.2,8.0,3.8,1312.53,0,15,0,1,4,31.3,57.3,0,,,0.0,421.0,Very High,Stable,Passive,0.071,15.43,0,2023,11,4,2.24
CUST-01027,EducationWorks_1026,Healthcare,11-50,Netherlands,2022-07-06,Enterprise,199.75,Annual,30,28,0,13.1,24.9,2,198,27.3,1,1,1,20.4,9.0,2.9,6360.76,1,0,0,1,1,17.5,49.2,0,,,0.0,910.0,High,At Risk,Promoter,0.033,199.75,1,2022,7,3,0.58
CUST-01028,EducationLabs_1027,Education,1000+,United States,2024-03-17,Enterprise,200.56,Monthly,10,38,2,13.1,66.2,1,112,62.3,8,2,1,73.2,8.0,3.8,2080.99,0,0,1,1,0,27.0,50.6,0,,,0.0,290.0,High,Stable,Passive,0.1,100.28,1,2024,3,1,2.7
CUST-01029,HealthDigital_1028,Finance,51-200,Australia,2024-01-14,Free,0.0,Monthly,12,44,1,7.6,86.6,0,125,23.5,6,7,1,23.0,5.0,4.1,0.0,2,0,1,1,1,29.3,53.0,0,,,0.0,353.0,Very High,Stable,Detractor,0.083,0.0,0,2024,1,1,2.44
CUST-01030,EnergyDigital_1029,Retail,501-1000,United States,2022-04-08,Starter,32.48,Annual,33,34,11,16.9,48.7,1,1340,44.8,7,5,2,23.7,7.0,5.0,934.11,1,0,1,1,1,23.2,51.7,0,,,0.0,999.0,High,Stable,Passive,0.061,6.5,0,2022,4,2,0.7
CUST-01031,LegalGroup_1030,Technology,201-500,United Kingdom,2022-02-24,Professional,87.11,Quarterly,34,32,3,28.4,66.1,1,302,26.9,9,4,2,6.4,8.0,3.6,2478.42,0,25,0,1,2,30.5,53.8,0,,,0.0,1042.0,High,Stable,Passive,0.059,21.78,1,2022,2,1,0.9
CUST-01032,LegalSolutions_1031,Technology,201-500,Germany,2023-09-15,Professional,79.46,Annual,16,36,1,40.4,26.6,1,476,11.6,8,5,2,61.4,8.0,3.7,1123.86,0,0,0,1,1,24.5,52.0,0,,,0.0,474.0,High,Stable,Passive,0.125,15.89,1,2023,9,3,1.53
CUST-01033,MediaSystems_1032,Energy,1-10,United Kingdom,2023-10-26,Starter,25.02,Monthly,14,35,24,6.1,54.0,3,424,57.8,6,5,2,15.5,9.0,3.8,302.21,1,15,1,1,1,25.8,50.0,0,,,0.0,433.0,High,At Risk,Promoter,0.143,5.0,0,2023,10,4,1.84
CUST-01034,EnergyDigital_1033,Healthcare,11-50,United States,2024-01-28,Professional,81.47,Monthly,11,32,31,12.3,76.0,5,154,49.0,10,5,0,22.8,0.0,4.9,1029.37,0,0,0,1,0,36.8,49.9,1,2024-12-09,Poor Support,977.64,316.0,High,At Risk,Detractor,0.0,16.29,1,2024,1,1,3.35
CUST-01035,FinanceLabs_1034,Logistics,1-10,United States,2023-02-10,Professional,91.11,Monthly,23,35,1,1.2,82.3,1,0,18.0,13,3,1,5.2,8.0,3.4,1994.33,1,0,1,1,2,27.4,53.3,0,,,0.0,691.0,High,Stable,Passive,0.043,30.37,1,2023,2,1,1.19
CUST-01036,ConsultingHub_1035,Consulting,201-500,United States,2022-03-10,Starter,33.97,Annual,34,39,2,4.9,42.8,1,55,43.8,10,4,1,27.1,9.0,3.8,1197.2,0,20,0,1,2,19.0,51.4,0,,,0.0,1028.0,High,Stable,Promoter,0.029,8.49,0,2022,3,1,0.56
CUST-01037,TechSolutions_1036,Healthcare,11-50,Netherlands,2024-01-21,Enterprise,213.3,Annual,11,33,8,15.2,40.2,2,888,44.0,6,4,1,32.9,7.0,2.9,2646.71,0,15,0,1,2,22.6,48.5,0,,,0.0,346.0,High,At Risk,Passive,0.091,53.32,1,2024,1,1,2.05
CUST-01038,RetailDigital_1037,Healthcare,201-500,India,2024-08-15,Free,0.0,Annual,5,49,1,15.4,80.2,0,57,20.6,11,5,1,14.9,8.0,3.7,0.0,0,10,0,1,1,30.5,55.1,0,,,0.0,139.0,Very High,Stable,Passive,0.2,0.0,0,2024,8,3,6.1
CUST-01039,ConsultingDigital_1038,Education,11-50,United Kingdom,2022-12-31,Professional,84.07,Quarterly,24,30,1,9.2,87.9,2,115,59.7,5,4,3,12.9,9.0,4.5,1807.95,0,0,0,0,1,32.4,56.8,0,,,0.0,732.0,High,Stable,Promoter,0.125,21.02,1,2022,12,4,1.35
CUST-01040,RetailCloud_1039,Consulting,201-500,United States,2023-04-27,Professional,79.52,Annual,20,55,4,10.2,50.7,1,1219,62.2,7,6,3,11.9,5.0,3.8,1323.75,0,15,0,1,1,24.5,48.6,0,,,0.0,615.0,Very High,At Risk,Detractor,0.15,13.25,1,2023,4,2,1.23
CUST-01041,TechInc_1040,Energy,1-10,France,2022-07-20,Starter,27.87,Quarterly,29,38,29,4.5,56.3,1,824,44.3,8,2,0,26.0,5.0,4.9,839.28,0,15,0,1,2,22.2,48.3,1,2024-10-05,Not Using,334.44,808.0,High,At Risk,Detractor,0.0,13.94,0,2022,7,3,0.77
CUST-01042,LogisticsCorp_1041,Retail,11-50,United States,2022-06-03,Professional,87.89,Quarterly,31,43,32,17.8,38.4,1,27,42.9,9,2,2,5.1,10.0,4.2,2660.71,0,10,0,1,1,22.0,48.9,0,,,0.0,943.0,Very High,At Risk,Promoter,0.065,43.94,1,2022,6,2,0.71
CUST-01043,RetailHub_1042,Logistics,11-50,United States,2022-03-14,Professional,84.73,Annual,34,35,18,6.9,46.8,1,515,17.3,10,2,0,40.1,7.0,4.7,2831.31,0,0,0,1,0,20.1,50.3,0,,,0.0,1024.0,High,Stable,Passive,0.0,42.36,1,2022,3,1,0.59
CUST-01044,LogisticsHub_1043,Technology,51-200,United Kingdom,2023-12-14,Enterprise,206.08,Monthly,13,32,11,40.5,42.6,2,362,19.5,11,1,0,7.5,5.0,2.9,2590.35,0,0,1,1,1,30.1,50.2,0,,,0.0,384.0,High,Stable,Detractor,0.0,206.08,1,2023,12,4,2.32
CUST-01045,TechSystems_1044,Consulting,11-50,Brazil,2022-10-23,Starter,39.1,Monthly,26,42,12,30.6,57.2,3,226,40.2,7,1,1,27.0,3.0,3.0,1072.75,0,0,0,1,1,34.3,49.6,0,,,0.0,801.0,Very High,At Risk,Detractor,0.038,39.1,0,2022,10,4,1.32
CUST-01046,TechWorks_1045,Consulting,201-500,United States,2024-11-06,Professional,88.52,Monthly,2,29,6,8.8,11.5,3,344,60.5,8,3,2,25.4,7.0,4.1,201.64,1,10,0,1,0,15.2,47.5,0,,,0.0,56.0,High,At Risk,Passive,1.0,29.51,1,2024,11,4,7.6
CUST-01047,EnergyLabs_1046,Technology,1-10,United States,2022-03-02,Professional,74.87,Annual,34,38,7,7.3,61.1,2,81,52.3,3,3,0,41.4,5.0,3.2,2462.88,1,10,0,1,1,26.2,49.8,0,,,0.0,1036.0,High,At Risk,Detractor,0.0,24.96,0,2022,3,1,0.77
CUST-01048,EducationCloud_1047,Healthcare,11-50,Canada,2024-07-27,Professional,90.05,Monthly,5,41,10,21.4,64.5,1,1548,68.8,12,2,3,16.4,7.0,4.2,409.22,1,15,0,1,1,29.3,52.0,1,2024-08-02,Too Expensive,1080.6,6.0,Very High,Stable,Passive,0.6,45.02,1,2024,7,3,5.86
CUST-01049,RetailInc_1048,Technology,501-1000,United States,2022-02-11,Enterprise,204.65,Monthly,35,33,13,8.9,43.8,1,94,19.0,9,3,2,13.8,10.0,4.2,7368.85,0,20,0,1,0,19.6,50.8,0,,,0.0,1055.0,High,Stable,Promoter,0.057,68.22,1,2022,2,1,0.56
CUST-01050,LogisticsCloud_1049,Healthcare,1-10,Canada,2022-01-25,Free,0.0,Annual,35,35,1,2.8,10.4,2,102,64.1,9,8,2,15.6,8.0,5.0,0.0,0,0,0,1,1,11.9,49.5,0,,,0.0,1072.0,High,At Risk,Passive,0.057,0.0,0,2022,1,1,0.34
CUST-01051,LegalCloud_1050,Logistics,1000+,United Kingdom,2024-11-28,Starter,31.83,Monthly,1,41,2,20.8,15.5,3,230,53.1,14,6,0,20.7,9.0,2.6,37.44,0,0,0,1,1,21.0,50.5,0,,,0.0,34.0,Very High,Stable,Promoter,0.0,5.3,0,2024,11,4,21.0
CUST-01052,RetailWorks_1051,Finance,1000+,United Kingdom,2022-05-11,Professional,84.75,Monthly,32,39,32,13.5,93.4,2,119,69.7,6,2,0,28.1,7.0,3.0,2831.46,1,15,0,1,3,36.1,51.2,1,2024-11-13,Not Using,1017.0,917.0,High,Stable,Passive,0.0,42.38,1,2022,5,2,1.13
CUST-01053,ConsultingInc_1052,Technology,1-10,United States,2022-04-18,Starter,36.25,Quarterly,32,29,4,14.9,26.7,3,187,28.4,9,2,3,11.9,9.0,4.4,937.8,0,10,1,1,1,20.7,51.4,0,,,0.0,989.0,High,Stable,Promoter,0.094,18.12,0,2022,4,2,0.65
CUST-01054,HealthInc_1053,Finance,11-50,United States,2022-06-21,Enterprise,196.99,Annual,30,40,3,7.7,73.6,1,20,32.6,10,1,1,9.3,9.0,3.2,5425.64,1,20,1,1,4,27.6,53.4,0,,,0.0,925.0,High,Stable,Promoter,0.033,196.99,1,2022,6,2,0.92
CUST-01055,LogisticsHub_1054,Consulting,11-50,France,2022-04-12,Professional,82.35,Monthly,33,42,5,49.7,79.3,1,476,10.9,8,1,2,20.3,6.0,5.0,3189.65,0,30,1,1,0,41.0,59.0,0,,,0.0,995.0,Very High,Stable,Detractor,0.061,82.35,1,2022,4,2,1.24
CUST-01056,EducationCloud_1055,Education,201-500,Brazil,2024-05-15,Professional,80.71,Quarterly,8,30,3,36.3,65.0,1,137,62.4,9,2,2,19.5,8.0,5.0,824.53,0,0,0,1,1,32.2,57.3,0,,,0.0,231.0,High,Stable,Passive,0.25,40.35,1,2024,5,2,4.03
CUST-01057,EducationCorp_1056,Finance,51-200,United States,2023-06-08,Enterprise,201.01,Monthly,19,45,0,3.3,77.8,0,1769,58.8,9,4,0,8.1,9.0,3.6,3335.69,0,25,0,1,1,26.0,54.8,0,,,0.0,573.0,Very High,Stable,Promoter,0.0,50.25,1,2023,6,2,1.37
CUST-01058,FinanceWorks_1057,Technology,51-200,United States,2022-10-02,Professional,75.83,Quarterly,27,44,2,9.5,60.5,2,60,50.4,12,4,3,31.6,9.0,5.0,2520.51,0,0,1,1,5,27.4,55.6,0,,,0.0,822.0,Very High,Stable,Promoter,0.111,18.96,0,2022,10,4,1.01
CUST-01059,EnergySystems_1058,Consulting,201-500,United States,2024-12-03,Professional,77.2,Monthly,1,39,10,6.1,28.8,4,40,24.3,8,3,0,120.0,7.0,4.6,72.39,0,0,0,1,3,22.1,52.1,0,,,0.0,29.0,High,Stable,Passive,0.0,25.73,0,2024,12,4,22.1
CUST-01060,EnergySolutions_1059,Logistics,1-10,Germany,2024-03-27,Free,0.0,Monthly,9,38,2,15.7,37.5,1,95,39.8,12,4,0,2.0,9.0,5.0,0.0,0,25,1,1,1,20.6,55.1,0,,,0.0,280.0,High,Stable,Promoter,0.0,0.0,0,2024,3,1,2.29
CUST-01061,TechSolutions_1060,Healthcare,501-1000,Australia,2024-08-14,Starter,27.24,Quarterly,5,24,10,19.1,73.1,1,390,65.1,5,7,2,14.2,8.0,3.2,156.06,1,0,0,1,2,28.7,51.3,0,,,0.0,140.0,High,Stable,Passive,0.4,3.89,0,2024,8,3,5.74
CUST-01062,HealthHub_1061,Technology,201-500,United Kingdom,2024-11-06,Starter,31.46,Annual,2,44,1,27.5,50.0,2,688,40.0,7,4,0,42.1,10.0,3.4,73.0,1,0,0,0,1,29.8,56.6,0,,,0.0,56.0,Very High,Stable,Promoter,0.0,7.86,0,2024,11,4,14.9
CUST-01063,LegalCloud_1062,Technology,51-200,Australia,2022-11-26,Professional,91.89,Annual,25,28,0,49.2,54.3,1,409,30.5,5,5,3,15.4,3.0,3.5,2068.3,0,0,0,0,3,32.8,50.3,0,,,0.0,767.0,High,Stable,Detractor,0.12,18.38,1,2022,11,4,1.31
CUST-01064,LegalCorp_1063,Technology,501-1000,Australia,2022-01-12,Professional,78.12,Annual,36,52,19,29.6,83.3,3,984,32.3,6,6,2,2.7,8.0,3.8,3032.01,0,10,1,0,0,41.8,56.4,0,,,0.0,1085.0,Very High,Stable,Passive,0.056,13.02,0,2022,1,1,1.16
CUST-01065,ConsultingCloud_1064,Retail,201-500,Japan,2022-08-04,Starter,32.32,Annual,29,38,14,10.6,49.0,3,450,14.3,10,5,3,13.3,7.0,4.4,1010.25,1,0,0,1,3,26.2,50.5,0,,,0.0,881.0,High,Stable,Passive,0.103,6.46,0,2022,8,3,0.9
CUST-01066,HealthHub_1065,Energy,11-50,United States,2022-12-05,Professional,80.23,Monthly,25,43,10,31.2,65.5,3,74,23.2,9,8,0,10.1,3.0,5.0,2213.27,0,20,0,1,2,36.7,55.6,0,,,0.0,758.0,Very High,Stable,Detractor,0.0,10.03,1,2022,12,4,1.47
CUST-01067,ConsultingHub_1066,Retail,51-200,United States,2023-10-23,Starter,39.75,Monthly,14,33,0,10.8,83.0,1,102,18.9,7,3,5,11.0,7.0,3.1,495.69,1,5,0,1,3,30.0,50.0,0,,,0.0,436.0,High,At Risk,Passive,0.357,13.25,0,2023,10,4,2.14
CUST-01068,HealthSystems_1067,Legal,51-200,United States,2023-01-09,Enterprise,195.0,Annual,24,52,2,16.9,25.0,3,221,41.7,3,3,3,73.5,9.0,3.7,4694.76,0,0,0,1,3,23.7,51.5,1,2024-12-02,Too Expensive,2340.0,693.0,Very High,Stable,Promoter,0.125,65.0,1,2023,1,1,0.99
CUST-01069,ConsultingGroup_1068,Finance,1-10,Brazil,2024-09-02,Free,0.0,Quarterly,4,50,16,6.2,47.0,0,1263,68.4,8,5,3,4.8,4.0,4.0,0.0,1,15,0,0,0,19.7,44.4,1,2025-04-08,Too Expensive,0.0,218.0,Very High,At Risk,Detractor,0.75,0.0,0,2024,9,3,4.92
CUST-01070,ConsultingHub_1069,Media,1000+,India,2023-12-11,Enterprise,203.97,Annual,13,47,1,8.4,79.8,2,308,58.1,8,6,3,31.4,3.0,3.1,2773.53,0,15,0,0,2,32.3,49.1,0,,,0.0,387.0,Very High,At Risk,Detractor,0.231,33.99,1,2023,12,4,2.48
CUST-01071,EnergyCloud_1070,Media,1-10,Germany,2023-04-11,Professional,78.21,Monthly,21,36,16,7.3,8.0,0,1036,50.1,4,4,1,45.6,9.0,4.8,1984.98,1,0,0,1,0,8.5,47.1,1,2024-11-29,Business Closed,938.52,598.0,High,At Risk,Promoter,0.048,19.55,0,2023,4,2,0.4
CUST-01072,EnergyDigital_1071,Technology,201-500,United States,2023-05-04,Professional,93.86,Monthly,20,38,8,13.6,38.6,2,38,41.4,7,3,3,14.2,9.0,1.5,2370.08,2,15,1,1,3,22.3,45.7,0,,,0.0,608.0,High,At Risk,Promoter,0.15,31.29,1,2023,5,2,1.12
CUST-01073,ConsultingGroup_1072,Finance,51-200,United States,2022-02-16,Starter,35.42,Monthly,34,33,13,19.7,22.9,3,580,28.5,8,7,2,21.8,8.0,5.0,1316.73,1,10,0,0,2,21.6,51.6,0,,,0.0,1050.0,High,Stable,Passive,0.059,5.06,0,2022,2,1,0.64
CUST-01074,LegalSolutions_1073,Education,1-10,United States,2024-02-17,Enterprise,196.78,Monthly,10,42,10,12.7,32.2,1,314,53.9,13,2,1,22.4,10.0,1.7,1639.36,0,10,1,1,3,18.9,46.7,0,,,0.0,319.0,Very High,At Risk,Promoter,0.1,98.39,1,2024,2,1,1.89
CUST-01075,EducationHub_1074,Technology,501-1000,Canada,2024-11-05,Starter,29.44,Monthly,2,38,5,13.3,77.5,2,95,55.2,6,3,2,51.2,7.0,5.0,72.1,0,5,0,1,1,35.2,57.4,1,2025-06-17,Lack of Features,353.28000000000003,224.0,High,Stable,Passive,1.0,9.81,0,2024,11,4,17.6
CUST-01076,MediaSystems_1075,Finance,501-1000,United States,2023-12-12,Professional,77.36,Quarterly,13,39,3,15.6,58.9,1,42,63.1,6,2,3,42.2,7.0,4.4,1230.22,2,25,0,1,0,26.0,52.1,0,,,0.0,386.0,High,Stable,Passive,0.231,38.68,0,2023,12,4,2.0
CUST-01077,ConsultingGroup_1076,Retail,51-200,United States,2023-02-05,Enterprise,196.49,Quarterly,23,48,11,23.4,51.2,3,189,48.2,14,4,2,5.0,10.0,4.9,4758.26,0,0,1,0,0,31.6,57.3,0,,,0.0,696.0,Very High,Stable,Promoter,0.087,49.12,1,2023,2,1,1.37
CUST-01078,TechWorks_1077,Consulting,11-50,India,2024-09-07,Enterprise,209.94,Monthly,4,38,16,10.7,10.4,3,859,18.4,9,3,1,7.1,6.0,4.1,847.72,1,0,0,1,1,16.6,46.5,0,,,0.0,116.0,High,At Risk,Detractor,0.25,69.98,1,2024,9,3,4.15
CUST-01079,LegalGroup_1078,Retail,1-10,United States,2022-09-07,Professional,83.92,Monthly,28,45,0,5.1,8.4,3,511,12.2,9,3,4,37.1,9.0,3.4,2376.91,1,0,0,1,1,15.4,47.2,1,2024-08-06,Budget Cuts,1007.04,699.0,Very High,At Risk,Promoter,0.143,27.97,1,2022,9,3,0.55
CUST-01080,ConsultingWorks_1079,Logistics,11-50,United Kingdom,2023-01-26,Enterprise,206.62,Annual,23,31,4,10.0,72.4,2,310,23.9,9,1,1,15.6,7.0,3.7,5266.0,0,15,1,0,1,28.9,53.2,1,2024-12-31,Competitor,2479.44,705.0,High,Stable,Passive,0.043,206.62,1,2023,1,1,1.26
CUST-01081,FinanceSolutions_1080,Finance,11-50,United States,2022-12-01,Professional,80.63,Quarterly,25,35,4,11.1,27.9,1,933,21.3,10,5,3,18.7,6.0,3.7,2541.89,0,0,0,1,1,16.5,46.0,0,,,0.0,762.0,High,At Risk,Detractor,0.12,16.13,1,2022,12,4,0.66
CUST-01082,ConsultingDigital_1081,Logistics,51-200,France,2023-09-21,Starter,35.07,Quarterly,15,40,8,13.4,31.9,4,99,63.1,8,4,7,74.1,3.0,5.0,585.42,1,20,1,1,1,25.0,45.9,0,,,0.0,468.0,High,At Risk,Detractor,0.467,8.77,0,2023,9,3,1.67
CUST-01083,HealthCloud_1082,Retail,1000+,Canada,2022-05-17,Professional,79.15,Quarterly,32,39,1,26.6,51.2,1,163,33.3,8,4,2,32.2,9.0,3.3,3170.5,0,15,1,0,0,27.1,53.0,0,,,0.0,960.0,High,Stable,Promoter,0.062,19.79,1,2022,5,2,0.85
CUST-01084,ConsultingSystems_1083,Legal,51-200,Japan,2024-06-01,Starter,30.16,Annual,7,43,27,18.4,37.6,4,403,34.1,12,3,2,13.8,4.0,4.3,181.55,1,5,0,1,5,28.2,47.5,0,,,0.0,214.0,Very High,At Risk,Detractor,0.286,10.05,0,2024,6,2,4.03
CUST-01085,HealthLabs_1084,Finance,501-1000,Canada,2023-11-19,Starter,37.04,Quarterly,13,46,7,13.2,27.0,5,445,41.8,10,7,1,5.2,8.0,3.8,491.93,0,5,0,1,2,26.6,52.8,0,,,0.0,409.0,Very High,Stable,Passive,0.077,5.29,0,2023,11,4,2.05
CUST-01086,TechWorks_1085,Education,201-500,Japan,2024-04-06,Professional,77.01,Annual,9,57,25,9.7,62.3,4,193,31.5,7,4,4,23.8,10.0,3.0,588.5,0,5,1,0,1,33.7,50.7,0,,,0.0,270.0,Very High,Stable,Promoter,0.444,19.25,0,2024,4,2,3.74
CUST-01087,MediaLabs_1086,Education,51-200,Brazil,2023-12-28,Professional,86.34,Quarterly,12,41,16,6.0,91.5,1,350,52.3,4,4,4,27.2,9.0,4.9,910.34,0,15,0,1,2,31.8,54.3,0,,,0.0,370.0,Very High,Stable,Promoter,0.333,21.58,1,2023,12,4,2.65
CUST-01088,TechDigital_1087,Finance,501-1000,Germany,2023-08-17,Free,0.0,Monthly,17,38,2,10.9,44.0,3,63,36.8,2,4,1,39.5,9.0,3.2,0.0,0,10,0,1,0,25.0,52.6,1,2024-10-13,Budget Cuts,0.0,423.0,High,Stable,Promoter,0.059,0.0,0,2023,8,3,1.47
CUST-01089,EducationSystems_1088,Technology,51-200,Japan,2024-09-16,Enterprise,211.04,Monthly,4,44,1,39.2,60.0,0,5,37.2,10,3,2,75.5,8.0,3.0,888.43,1,0,1,1,2,31.4,53.3,0,,,0.0,107.0,Very High,Stable,Passive,0.5,70.35,1,2024,9,3,7.85
CUST-01090,HealthSystems_1089,Technology,501-1000,United States,2023-01-07,Starter,26.41,Quarterly,24,42,19,4.8,94.0,1,1177,68.1,14,2,2,51.6,9.0,4.1,528.82,3,30,0,1,5,32.2,53.9,0,,,0.0,725.0,Very High,Stable,Promoter,0.083,13.2,0,2023,1,1,1.34
CUST-01091,FinanceSystems_1090,Technology,11-50,United Kingdom,2024-07-23,Enterprise,211.95,Quarterly,5,49,7,11.5,44.1,3,291,63.2,8,7,1,51.0,3.0,4.5,1288.82,2,0,1,1,1,26.6,50.2,0,,,0.0,162.0,Very High,Stable,Detractor,0.2,30.28,1,2024,7,3,5.32
CUST-01092,EnergyWorks_1091,Legal,1-10,United States,2024-09-21,Enterprise,195.59,Annual,3,33,0,12.3,97.7,2,131,15.9,10,1,1,72.7,8.0,3.0,662.94,2,5,0,0,1,36.1,56.1,0,,,0.0,102.0,High,Stable,Passive,0.333,195.59,1,2024,9,3,12.03
CUST-01093,LegalSolutions_1092,Healthcare,501-1000,Germany,2023-02-06,Enterprise,200.98,Monthly,23,36,27,9.9,56.0,2,200,34.2,9,7,0,8.6,8.0,4.8,4026.69,0,30,1,1,1,25.4,52.1,0,,,0.0,695.0,High,Stable,Passive,0.0,28.71,1,2023,2,1,1.1
CUST-01094,HealthCloud_1093,Healthcare,51-200,India,2023-09-07,Enterprise,206.21,Annual,16,37,6,12.5,88.9,2,364,63.1,9,8,0,29.0,8.0,3.2,3364.47,0,20,0,1,2,34.5,55.7,0,,,0.0,482.0,High,Stable,Passive,0.0,25.78,1,2023,9,3,2.16
CUST-01095,FinanceCloud_1094,Media,501-1000,India,2024-09-21,Starter,35.19,Annual,3,41,3,8.1,58.3,3,1463,47.2,7,4,4,45.5,9.0,2.5,97.45,1,0,1,0,3,28.2,50.0,0,,,0.0,102.0,Very High,At Risk,Promoter,1.333,8.8,0,2024,9,3,9.4
CUST-01096,EducationDigital_1095,Finance,1000+,United States,2023-09-12,Professional,75.93,Annual,16,42,7,28.9,89.0,1,638,12.6,4,5,1,19.0,7.0,3.2,1258.43,1,10,0,1,4,37.6,55.2,0,,,0.0,477.0,Very High,Stable,Passive,0.062,15.19,0,2023,9,3,2.35
CUST-01097,EnergySystems_1096,Retail,1-10,United Kingdom,2022-07-07,Starter,39.98,Quarterly,30,44,17,6.2,72.4,1,1480,24.6,11,4,2,43.3,7.0,3.4,1383.14,1,25,0,1,2,27.4,49.3,0,,,0.0,909.0,Very High,At Risk,Passive,0.067,9.99,0,2022,7,3,0.91
